# J/A+A/587/A84   Parameterization of level-resolved RR data fro SPEX (Mao+, 2016)
# ================================================================================
# Parameterization of level-resolved radiative recombination rate coefficients
# for SPEX.
#     Mao J., Kaastra J.
#     <Astron. Astrophys. 587, A84 (2016)>
#     =2016A&A...587A..84M        (SIMBAD/NED BibCode)
# ================================================================================
# ADC_Keywords: Atomic physics
# Keywords: atomic data - atomic processes
#
# Abstract:
#     The level-resolved radiative recombination (RR) rate coefficients for
#     H-like to Na-like ions from H (Z=1) up to and including Zn (Z=30) are
#     studied here. For H-like ions, the quantum-mechanical exact
#     photoionization cross sections for nonrelativistic hydrogenic systems
#     are used to calculate the RR rate coefficients under the principle of
#     detailed balance, while for He-like to Na-like ions, the archival data
#     on ADAS are adopted. Parameterizations are made for the direct capture
#     rates in a wide temperature range. The fitting accuracies are better
#     than 5% for about 99% of the ~3x10^4^ levels considered here. The ~1%
#     exceptions include levels from low-charged many-electron ions, and/or
#     high-shell (n>~4) levels are less important in terms of interpreting
#     X-ray emitting astrophysical plasmas. The RR data will be incorporated
#     into the high-resolution spectral analysis package SPEX.
#
# Description:
#     The fitting parameters for the level-resolved radiative recombination
#     rate coefficients for H-like to Na-like ions from H (z=1) up to and
#     including (z=30), in a wide temperature range. The electron
#     temperature should be in units of eV. We refer to the recombined ion
#     when we speak of the radiative recombination of a certain ion, e.g.
#     for a bare oxygen ion capturing a free electron via radiative
#     recombination to form H-like oxygen (O VIII, s=1, z=8). The fitting
#     accuracies are better than 5% for ~99% of the levels considered here.
#
# File Summary:
# --------------------------------------------------------------------------------
#  FileName      Lrecl  Records   Explanations
# --------------------------------------------------------------------------------
# ReadMe            80        .   This file
# rr_spex3.dat     129    39696   Fitting parameters
# --------------------------------------------------------------------------------
#
# Byte-by-byte Description of file: rr_spex3.dat
# --------------------------------------------------------------------------------
#    Bytes Format Units   Label     Explanations
# --------------------------------------------------------------------------------
#    1-  2  I2    ---     s         Isoelectronic sequence number
#    4-  5  I2    ---     z         Atomic number
#    7- 16  E10.4 ---     a0        Primary fitting parameter
#   18- 27  E10.4 ---     b0        Primary fitting parameter
#   29- 38  E10.4 ---     c0        Addiational fitting parameter
#   40- 49  E10.4 ---     a1        Primary fitting parameter
#   51- 60  E10.4 ---     b1        Primary fitting parameter
#   62- 71  E10.4 ---     a2        Addiational fitting parameter
#   73- 82  E10.4 ---     b2        Addiational fitting parameter
#   84- 89  F6.2  ---     csq       Final chi-squared
#   91- 92  I2    ---     dof       Degrees of freedom
#   94- 98  F5.2  ---     mdp       Maximum deviation in percent
#  100-101  I2    ---     n         Principle quantum number, n
#  103-104  I2    ---     sp        Spin quantum number, 2S+1
#  106-107  I2    ---     L         Angular momentum quantum number, L
#  109-112  F4.1  ---     J         Total angular momentum quantum number J
#  114-129  A16   ---     cfg       Electron configuration
# --------------------------------------------------------------------------------
#
# Acknowledgements:
#     Junjie Mao, J.Mao(at)sron.nl
#
# ================================================================================
# (End)        Junjie Mao [SRON], Patricia Vannier [CDS]               08-Feb-2016
# note: file has been cut off to only include the data for H
 1  1 +2.339E-02 +1.231E+00 +1.038E-02 +1.643E+01 +7.508E-01 +8.997E-02 +3.556E-01   1.07 64  1.23  1  2  0  0.5 1s 
 1  1 +5.475E-04 +1.530E+00 +1.947E-02 +9.690E+00 +7.168E-01 +3.237E+00 -4.402E-01   0.16 64  0.63  2  2  0  0.5 2s 
 1  1 +7.263E-04 +1.327E+00 +1.108E-02 +4.030E+00 +8.343E-01 +1.139E-01 +3.205E-01   0.70 64  1.73  2  2  1  0.5 2p 
 1  1 +1.453E-03 +1.327E+00 +1.108E-02 +4.030E+00 +8.343E-01 +1.139E-01 +3.205E-01   0.70 64  1.73  2  2  1  1.5 2p 
 1  1 +9.578E-06 +5.154E-01 +2.785E-03 +5.970E-02 -8.130E-01 +6.828E+00 +1.683E-03   7.61 64  4.21  3  2  0  0.5 3s 
 1  1 +3.074E-04 +1.361E+00 +8.888E-03 +4.138E+00 +8.373E-01 +1.985E-02 +4.239E-01   0.61 64  1.18  3  2  1  0.5 3p 
 1  1 +6.149E-04 +1.361E+00 +8.888E-03 +4.138E+00 +8.373E-01 +1.985E-02 +4.239E-01   0.61 64  1.18  3  2  1  1.5 3p 
 1  1 +4.280E-05 +1.451E+00 +4.160E-03 +1.631E+00 +9.016E-01 +2.766E+00 -1.106E-02   1.11 64  1.21  3  2  2  1.5 3d 
 1  1 +6.420E-05 +1.451E+00 +4.160E-03 +1.631E+00 +9.016E-01 +2.766E+00 -1.106E-02   1.11 64  1.21  3  2  2  2.5 3d 
 1  1 +4.004E-05 +2.375E-01 +3.738E-02 +4.631E-01 -5.865E-01 +2.216E-01 +7.120E-01   8.37 64  4.92  4  2  0  0.5 4s 
 1  1 +1.367E-04 +1.353E+00 +9.429E-03 +3.886E+00 +8.345E-01 +3.315E-02 +3.838E-01   0.66 64  1.36  4  2  1  0.5 4p 
 1  1 +2.735E-04 +1.353E+00 +9.429E-03 +3.886E+00 +8.345E-01 +3.315E-02 +3.838E-01   0.66 64  1.36  4  2  1  1.5 4p 
 1  1 +6.432E-05 +1.460E+00 +4.326E-03 +1.613E+00 +9.035E-01 +5.550E-01 -4.617E-02   1.11 64  1.18  4  2  2  1.5 4d 
 1  1 +9.648E-05 +1.460E+00 +4.326E-03 +1.613E+00 +9.035E-01 +5.550E-01 -4.617E-02   1.11 64  1.18  4  2  2  2.5 4d 
 1  1 +1.969E-05 +1.460E+00 +2.920E-03 +7.109E-01 +9.295E-01 +7.808E-01 +8.300E-03   1.02 64  1.44  4  2  3  2.5 4f 
 1  1 +2.625E-05 +1.460E+00 +2.920E-03 +7.109E-01 +9.295E-01 +7.808E-01 +8.300E-03   1.02 64  1.44  4  2  3  3.5 4f 
 1  1 +1.683E-05 +4.429E-01 +1.882E-02 +1.267E-01 -6.659E-01 +1.993E-01 +4.058E-01   0.12 64  0.33  5  2  0  0.5 5s 
 1  1 +7.267E-05 +1.351E+00 +9.590E-03 +3.710E+00 +8.281E-01 +3.127E-02 +3.845E-01   0.70 64  1.44  5  2  1  0.5 5p 
 1  1 +1.453E-04 +1.351E+00 +9.590E-03 +3.710E+00 +8.281E-01 +3.127E-02 +3.845E-01   0.70 64  1.44  5  2  1  1.5 5p 
 1  1 +5.924E-05 +1.438E+00 +4.530E-03 +1.547E+00 +8.989E-01 +2.302E-06 +1.357E+00   0.93 64  1.49  5  2  2  1.5 5d 
